9,83,Tosaki,9,43,Fri Aug 16 16:25:02 CST 2019
15,27,why2,14,20,Sun Aug 04 16:25:02 CST 2019
19,63,why2,18,20,Thu Aug 08 16:25:02 CST 2019
20,90,why3,18,11,Tue Aug 06 16:25:02 CST 2019
21,2,Tosaki,19,16,Tue Aug 13 16:25:02 CST 2019
4,64,why3,4,15,Sat Aug 17 16:25:02 CST 2019
1,87,why2,1,43,Sun Aug 18 16:25:02 CST 2019
10,71,why3,10,21,Tue Aug 20 16:25:02 CST 2019
5,75,Tosaki,5,7,Thu Aug 22 16:25:02 CST 2019
2,54,Saitama,2,33,Mon Aug 19 16:25:02 CST 2019
11,64,why3,11,15,Sat Aug 17 16:25:02 CST 2019
6,89,why3,6,27,Tue Aug 20 16:25:02 CST 2019
3,48,why3,3,7,Mon Aug 05 16:25:02 CST 2019
12,77,why3,12,7,Fri Jul 26 16:25:02 CST 2019
82,86,why1,73,4,Fri Jul 26 16:25:02 CST 2019
83,27,why3,74,14,Sun Aug 18 16:25:02 CST 2019
84,91,Tosaki,75,16,Sun Aug 25 16:25:02 CST 2019
38,94,why3,34,9,Wed Aug 21 16:25:02 CST 2019
39,67,Tosaki,35,17,Mon Aug 19 16:25:02 CST 2019
32,68,why2,28,15,Fri Jul 26 16:25:02 CST 2019
40,79,why2,36,13,Mon Aug 19 16:25:02 CST 2019
33,17,why3,29,3,Mon Aug 19 16:25:02 CST 2019
34,90,Tosaki,30,4,Wed Aug 21 16:25:02 CST 2019
44,40,Saitama,40,31,Sun Aug 11 16:25:02 CST 2019
29,91,Saitama,25,16,Sun Aug 25 16:25:02 CST 2019
35,17,Saitama,31,13,Tue Aug 20 16:25:02 CST 2019
36,63,Saitama,32,13,Sat Aug 17 16:25:02 CST 2019
45,28,why3,41,5,Thu Aug 22 16:25:02 CST 2019
37,24,Saitama,33,14,Thu Aug 15 16:25:02 CST 2019
46,58,why3,42,10,Fri Jul 26 16:25:02 CST 2019
30,71,Tosaki,26,21,Tue Aug 20 16:25:02 CST 2019
31,90,Tosaki,27,37,Thu Aug 22 16:25:02 CST 2019
26,30,why2,22,8,Fri Aug 23 16:25:02 CST 2019
49,13,Saitama,44,22,Thu Aug 15 16:25:02 CST 2019
27,2,why1,23,36,Sun Aug 18 16:25:02 CST 2019
50,28,why3,45,2,Fri Jul 26 16:25:02 CST 2019
47,60,why2,43,33,Mon Aug 19 16:25:02 CST 2019
48,69,Tosaki,43,15,Fri Jul 26 16:25:02 CST 2019
28,88,why1,24,27,Tue Aug 20 16:25:02 CST 2019
41,65,why3,37,20,Thu Aug 22 16:25:02 CST 2019
42,7,Saitama,38,5,Thu Aug 08 16:25:02 CST 2019
43,94,why1,39,7,Fri Jul 26 16:25:02 CST 2019
166,26,why1,138,6,Sun Aug 04 16:25:02 CST 2019
167,8,Saitama,139,4,Sat Aug 17 16:25:02 CST 2019
168,17,why1,139,25,Tue Aug 13 16:25:02 CST 2019
163,78,Saitama,135,7,Fri Jul 26 16:25:02 CST 2019
164,54,why1,136,33,Mon Aug 19 16:25:02 CST 2019
165,86,Saitama,137,7,Sun Aug 18 16:25:02 CST 2019
157,36,why2,129,21,Wed Aug 21 16:25:02 CST 2019
158,52,why1,130,13,Mon Aug 19 16:25:02 CST 2019
132,90,why2,107,12,Sun Aug 18 16:25:02 CST 2019
159,66,why2,131,11,Thu Aug 15 16:25:02 CST 2019
172,28,why2,139,18,Sat Aug 24 16:25:02 CST 2019
173,39,Tosaki,139,11,Wed Jul 31 16:25:02 CST 2019
160,46,why3,132,16,Sun Aug 18 16:25:02 CST 2019
174,46,Tosaki,139,16,Sun Aug 18 16:25:02 CST 2019
182,90,why3,141,8,Fri Jul 26 16:25:02 CST 2019
175,50,why2,139,4,Sun Aug 18 16:25:02 CST 2019
161,43,Saitama,133,19,Tue Aug 20 16:25:02 CST 2019
183,19,Saitama,142,19,Sun Aug 25 16:25:02 CST 2019
162,94,why3,134,9,Wed Aug 21 16:25:02 CST 2019
169,21,Saitama,139,2,Sun Aug 18 16:25:02 CST 2019
184,54,why3,142,13,Mon Jul 29 16:25:02 CST 2019
170,28,why1,139,2,Fri Jul 26 16:25:02 CST 2019
171,28,why2,139,5,Thu Aug 22 16:25:02 CST 2019
133,13,why2,108,2,Sat Aug 24 16:25:02 CST 2019
185,14,why2,143,2,Sat Aug 24 16:25:02 CST 2019
134,50,why1,109,25,Sun Aug 18 16:25:02 CST 2019
186,7,Tosaki,144,11,Fri Jul 26 16:25:02 CST 2019
135,63,why2,109,20,Thu Aug 08 16:25:02 CST 2019
136,3,Tosaki,110,42,Fri Aug 16 16:25:02 CST 2019
137,17,why3,110,25,Tue Aug 13 16:25:02 CST 2019
129,54,why2,105,13,Mon Jul 29 16:25:02 CST 2019
130,15,why3,106,3,Mon Aug 19 16:25:02 CST 2019
131,96,why1,106,3,Sun Aug 11 16:25:02 CST 2019
126,47,why3,103,20,Thu Aug 22 16:25:02 CST 2019
154,77,Saitama,126,50,Fri Aug 23 16:25:02 CST 2019
191,67,why3,148,30,Wed Aug 21 16:25:02 CST 2019
127,72,Tosaki,103,92,Thu Aug 22 16:25:02 CST 2019
155,95,why1,127,18,Fri Aug 23 16:25:02 CST 2019
192,75,Saitama,149,7,Thu Aug 22 16:25:02 CST 2019
128,87,Saitama,104,43,Sun Aug 18 16:25:02 CST 2019
156,27,why1,128,3,Wed Aug 07 16:25:02 CST 2019
193,52,why3,150,15,Tue Aug 06 16:25:02 CST 2019
151,7,why3,123,14,Tue Aug 20 16:25:02 CST 2019
188,39,Tosaki,145,11,Wed Jul 31 16:25:02 CST 2019
187,100,why3,144,27,Sat Aug 17 16:25:02 CST 2019
144,59,why2,116,10,Fri Jul 26 16:25:02 CST 2019
152,37,why1,124,3,Fri Jul 26 16:25:02 CST 2019
189,71,Tosaki,146,8,Thu Aug 22 16:25:02 CST 2019
145,6,Tosaki,117,42,Fri Aug 16 16:25:02 CST 2019
153,82,Saitama,125,32,Thu Aug 22 16:25:02 CST 2019
190,55,Saitama,147,4,Sat Aug 17 16:25:02 CST 2019
146,27,why2,118,3,Wed Aug 07 16:25:02 CST 2019
179,98,why3,139,42,Fri Aug 23 16:25:02 CST 2019
180,78,why1,140,7,Fri Jul 26 16:25:02 CST 2019
181,36,Saitama,141,4,Mon Aug 19 16:25:02 CST 2019
197,90,why2,154,8,Tue Aug 20 16:25:02 CST 2019
198,54,why1,155,13,Mon Jul 29 16:25:02 CST 2019
149,63,why2,121,13,Sat Aug 17 16:25:02 CST 2019
199,60,Tosaki,156,33,Mon Aug 19 16:25:02 CST 2019
176,52,why2,139,13,Mon Aug 19 16:25:02 CST 2019
150,50,Tosaki,122,6,Wed Aug 21 16:25:02 CST 2019
116,67,why1,96,16,Tue Aug 20 16:25:02 CST 2019
177,84,Saitama,139,7,Sun Aug 18 16:25:02 CST 2019
200,28,Tosaki,157,2,Fri Jul 26 16:25:02 CST 2019
117,87,Saitama,96,4,Fri Jul 26 16:25:02 CST 2019
194,76,Tosaki,151,10,Fri Jul 26 16:25:02 CST 2019
178,90,Saitama,139,8,Fri Jul 26 16:25:02 CST 2019
147,63,why1,119,13,Sat Aug 17 16:25:02 CST 2019
195,17,why2,152,21,Sat Aug 17 16:25:02 CST 2019
118,87,why2,96,16,Mon Aug 05 16:25:02 CST 2019
148,91,why3,120,16,Sun Aug 25 16:25:02 CST 2019
196,27,Tosaki,153,6,Sun Aug 18 16:25:02 CST 2019
113,1,why1,96,3,Sat Aug 17 16:25:02 CST 2019
114,21,why2,96,16,Sun Aug 11 16:25:02 CST 2019
115,50,why1,96,47,Fri Aug 23 16:25:02 CST 2019
141,27,why3,113,3,Sat Aug 24 16:25:02 CST 2019
104,24,Saitama,89,2,Wed Aug 07 16:25:02 CST 2019
142,4,why3,114,42,Fri Aug 16 16:25:02 CST 2019
105,37,why3,90,16,Thu Aug 22 16:25:02 CST 2019
143,50,why1,115,14,Mon Aug 12 16:25:02 CST 2019
107,17,why2,92,13,Tue Aug 20 16:25:02 CST 2019
106,50,Tosaki,91,14,Mon Aug 12 16:25:02 CST 2019
122,82,why3,99,13,Mon Aug 05 16:25:02 CST 2019
108,21,why3,93,19,Wed Jul 31 16:25:02 CST 2019
138,82,Tosaki,110,32,Thu Aug 22 16:25:02 CST 2019
123,81,Saitama,100,10,Sun Aug 18 16:25:02 CST 2019
109,100,why1,93,27,Sat Aug 17 16:25:02 CST 2019
139,55,why3,111,8,Fri Jul 26 16:25:02 CST 2019
124,12,Saitama,101,22,Thu Aug 15 16:25:02 CST 2019
140,13,Tosaki,112,2,Sat Aug 24 16:25:02 CST 2019
125,89,Saitama,102,15,Sun Aug 18 16:25:02 CST 2019
119,7,why1,97,14,Tue Aug 20 16:25:02 CST 2019
120,15,Tosaki,98,51,Fri Aug 23 16:25:02 CST 2019
110,76,Tosaki,94,10,Fri Jul 26 16:25:02 CST 2019
121,87,why3,98,43,Sun Aug 18 16:25:02 CST 2019
111,72,why2,95,8,Thu Aug 22 16:25:02 CST 2019
112,85,why1,95,7,Sun Aug 18 16:25:02 CST 2019
101,73,why2,86,92,Thu Aug 22 16:25:02 CST 2019
102,50,why3,87,6,Wed Aug 21 16:25:02 CST 2019
103,26,why1,88,6,Sun Aug 04 16:25:02 CST 2019
266,56,why2,203,8,Thu Aug 22 16:25:02 CST 2019
267,65,why1,203,11,Thu Aug 15 16:25:02 CST 2019
268,67,why2,203,17,Mon Aug 19 16:25:02 CST 2019
263,31,Saitama,203,9,Sun Aug 18 16:25:02 CST 2019
264,46,why2,203,16,Sun Aug 18 16:25:02 CST 2019
265,52,why3,203,13,Mon Aug 19 16:25:02 CST 2019
272,21,Saitama,205,16,Sun Aug 11 16:25:02 CST 2019
273,90,Tosaki,206,8,Tue Aug 20 16:25:02 CST 2019
232,89,Saitama,186,27,Tue Aug 20 16:25:02 CST 2019
233,58,why1,187,10,Fri Jul 26 16:25:02 CST 2019
234,28,why3,188,5,Thu Aug 22 16:25:02 CST 2019
274,90,why2,207,7,Mon Aug 05 16:25:02 CST 2019
275,17,why3,208,21,Sat Aug 17 16:25:02 CST 2019
269,15,why3,204,3,Mon Aug 19 16:25:02 CST 2019
270,38,why1,204,20,Wed Aug 14 16:25:02 CST 2019
235,29,why3,188,8,Tue Aug 20 16:25:02 CST 2019
271,67,Tosaki,204,17,Mon Aug 19 16:25:02 CST 2019
236,38,why2,188,20,Wed Aug 14 16:25:02 CST 2019
237,50,why1,188,47,Fri Aug 23 16:25:02 CST 2019
229,43,why2,184,19,Tue Aug 20 16:25:02 CST 2019
230,70,why1,184,21,Tue Aug 20 16:25:02 CST 2019
231,58,Tosaki,185,10,Fri Jul 26 16:25:02 CST 2019
226,22,Tosaki,182,29,Mon Aug 19 16:25:02 CST 2019
227,63,why3,182,13,Sat Aug 17 16:25:02 CST 2019
228,48,Tosaki,183,7,Mon Aug 05 16:25:02 CST 2019
244,92,why3,193,20,Sat Aug 17 16:25:02 CST 2019
245,71,why1,194,8,Thu Aug 22 16:25:02 CST 2019
291,86,why3,223,7,Sun Aug 18 16:25:02 CST 2019
216,93,Saitama,173,4,Tue Aug 13 16:25:02 CST 2019
207,62,Tosaki,164,20,Thu Aug 08 16:25:02 CST 2019
292,42,Tosaki,224,19,Tue Aug 20 16:25:02 CST 2019
246,27,why2,195,6,Sun Aug 18 16:25:02 CST 2019
217,90,why2,174,8,Fri Jul 26 16:25:02 CST 2019
208,36,why2,165,15,Tue Aug 20 16:25:02 CST 2019
218,27,Tosaki,175,3,Sat Aug 24 16:25:02 CST 2019
209,31,why3,166,9,Mon Aug 19 16:25:02 CST 2019
249,67,Tosaki,198,30,Wed Aug 21 16:25:02 CST 2019
210,89,why2,167,27,Tue Aug 20 16:25:02 CST 2019
213,70,why3,170,21,Tue Aug 20 16:25:02 CST 2019
211,62,why1,168,20,Thu Aug 08 16:25:02 CST 2019
214,64,Tosaki,171,15,Sat Aug 17 16:25:02 CST 2019
212,99,Saitama,169,7,Fri Aug 09 16:25:02 CST 2019
215,76,why2,172,10,Fri Jul 26 16:25:02 CST 2019
204,39,Saitama,161,11,Wed Jul 31 16:25:02 CST 2019
205,90,why2,162,37,Thu Aug 22 16:25:02 CST 2019
222,72,Saitama,179,92,Thu Aug 22 16:25:02 CST 2019
206,12,Saitama,163,22,Thu Aug 15 16:25:02 CST 2019
223,52,why3,180,13,Mon Aug 19 16:25:02 CST 2019
241,22,Saitama,190,29,Mon Aug 19 16:25:02 CST 2019
224,27,Saitama,181,14,Wed Aug 21 16:25:02 CST 2019
201,82,why3,158,13,Mon Aug 05 16:25:02 CST 2019
242,40,why1,191,31,Sun Aug 11 16:25:02 CST 2019
202,71,why3,159,4,Wed Aug 14 16:25:02 CST 2019
225,54,why2,181,13,Mon Jul 29 16:25:02 CST 2019
243,99,why1,192,42,Fri Aug 23 16:25:02 CST 2019
293,64,why1,225,15,Sat Aug 17 16:25:02 CST 2019
203,40,why3,160,13,Sun Aug 25 16:25:02 CST 2019
219,56,why3,176,27,Fri Jul 26 16:25:02 CST 2019
220,96,why3,177,29,Sun Aug 18 16:25:02 CST 2019
238,75,why3,188,42,Fri Aug 23 16:25:02 CST 2019
221,50,why1,178,6,Wed Aug 21 16:25:02 CST 2019
282,96,why2,214,17,Sat Aug 17 16:25:02 CST 2019
283,80,Saitama,215,13,Mon Aug 19 16:25:02 CST 2019
284,50,Tosaki,216,9,Wed Aug 21 16:25:02 CST 2019
250,70,why3,199,21,Tue Aug 20 16:25:02 CST 2019
285,17,why1,217,25,Tue Aug 13 16:25:02 CST 2019
286,12,why3,218,22,Thu Aug 15 16:25:02 CST 2019
287,14,Saitama,219,2,Sat Aug 24 16:25:02 CST 2019
247,86,why3,196,7,Sun Aug 18 16:25:02 CST 2019
254,17,why2,202,3,Mon Aug 19 16:25:02 CST 2019
248,50,why3,197,6,Wed Aug 21 16:25:02 CST 2019
239,99,why3,188,7,Fri Aug 09 16:25:02 CST 2019
255,17,why3,202,21,Sat Aug 17 16:25:02 CST 2019
279,76,why2,212,10,Fri Jul 26 16:25:02 CST 2019
240,87,Tosaki,189,4,Fri Jul 26 16:25:02 CST 2019
257,21,why2,202,16,Sun Aug 11 16:25:02 CST 2019
280,17,Saitama,213,21,Sat Aug 17 16:25:02 CST 2019
256,21,Tosaki,202,2,Sun Aug 18 16:25:02 CST 2019
281,46,Tosaki,213,15,Fri Aug 16 16:25:02 CST 2019
288,96,Saitama,220,17,Sat Aug 17 16:25:02 CST 2019
276,84,Saitama,209,7,Sun Aug 18 16:25:02 CST 2019
289,54,why1,221,8,Fri Jul 26 16:25:02 CST 2019
294,27,why1,226,3,Sat Aug 24 16:25:02 CST 2019
290,71,why1,222,8,Thu Aug 22 16:25:02 CST 2019
295,54,why3,227,15,Tue Aug 06 16:25:02 CST 2019
299,28,why1,229,5,Thu Aug 22 16:25:02 CST 2019
296,43,Tosaki,228,19,Tue Aug 20 16:25:02 CST 2019
300,90,Saitama,229,37,Thu Aug 22 16:25:02 CST 2019
277,17,why1,210,3,Mon Aug 19 16:25:02 CST 2019
278,21,Saitama,211,16,Sun Aug 11 16:25:02 CST 2019
297,90,why3,228,8,Tue Aug 20 16:25:02 CST 2019
298,27,why3,229,6,Sat Aug 10 16:25:02 CST 2019
251,15,why3,200,3,Mon Aug 19 16:25:02 CST 2019
252,54,why3,201,13,Mon Jul 29 16:25:02 CST 2019
253,9,why1,202,4,Sat Aug 17 16:25:02 CST 2019
258,36,why1,202,4,Sun Aug 18 16:25:02 CST 2019
259,50,why3,202,4,Sun Aug 18 16:25:02 CST 2019
260,54,why3,202,39,Tue Aug 20 16:25:02 CST 2019
261,80,why3,202,12,Mon Aug 19 16:25:02 CST 2019
262,90,why3,202,8,Tue Aug 20 16:25:02 CST 2019
366,50,why2,284,6,Wed Aug 21 16:25:02 CST 2019
367,50,why3,285,6,Wed Aug 21 16:25:02 CST 2019
368,18,why3,286,21,Sat Aug 17 16:25:02 CST 2019
363,36,why2,283,4,Sun Aug 18 16:25:02 CST 2019
364,38,why2,283,20,Wed Aug 14 16:25:02 CST 2019
365,91,Tosaki,283,16,Sun Aug 25 16:25:02 CST 2019
372,90,why1,287,9,Tue Aug 20 16:25:02 CST 2019
373,27,why3,288,14,Sun Aug 18 16:25:02 CST 2019
374,50,why3,289,47,Fri Aug 23 16:25:02 CST 2019
375,2,Tosaki,290,16,Tue Aug 13 16:25:02 CST 2019
369,29,Saitama,286,8,Tue Aug 20 16:25:02 CST 2019
370,84,Tosaki,286,7,Sun Aug 18 16:25:02 CST 2019
371,99,why1,286,7,Fri Aug 09 16:25:02 CST 2019
357,80,why3,279,20,Sun Aug 18 16:25:02 CST 2019
358,81,why3,279,10,Sun Aug 18 16:25:02 CST 2019
359,99,Tosaki,279,7,Fri Aug 09 16:25:02 CST 2019
360,21,why3,280,16,Sun Aug 11 16:25:02 CST 2019
361,54,Tosaki,281,13,Mon Jul 29 16:25:02 CST 2019
362,63,why3,282,13,Sat Aug 17 16:25:02 CST 2019
354,33,why3,279,9,Mon Aug 19 16:25:02 CST 2019
355,42,why1,279,19,Tue Aug 20 16:25:02 CST 2019
356,75,why2,279,42,Fri Aug 23 16:25:02 CST 2019
332,97,Saitama,259,25,Wed Aug 21 16:25:02 CST 2019
333,54,Tosaki,260,15,Tue Aug 06 16:25:02 CST 2019
334,82,Tosaki,261,32,Thu Aug 22 16:25:02 CST 2019
335,80,why2,262,20,Sun Aug 18 16:25:02 CST 2019
336,27,Saitama,263,3,Wed Aug 07 16:25:02 CST 2019
337,11,Saitama,264,4,Sat Aug 17 16:25:02 CST 2019
329,20,Tosaki,256,19,Wed Jul 31 16:25:02 CST 2019
330,67,why2,257,30,Wed Aug 21 16:25:02 CST 2019
331,90,why1,258,9,Tue Aug 20 16:25:02 CST 2019
326,35,why1,253,2,Sun Aug 18 16:25:02 CST 2019
327,36,why2,254,8,Mon Aug 19 16:25:02 CST 2019
328,43,why2,255,19,Tue Aug 20 16:25:02 CST 2019
344,95,why3,271,18,Fri Aug 23 16:25:02 CST 2019
345,54,Saitama,272,2,Wed Aug 14 16:25:02 CST 2019
346,50,why3,273,4,Sun Aug 18 16:25:02 CST 2019
349,75,Saitama,275,7,Thu Aug 22 16:25:02 CST 2019
350,17,why1,276,3,Mon Aug 19 16:25:02 CST 2019
347,73,Tosaki,273,7,Thu Aug 22 16:25:02 CST 2019
351,3,why1,277,42,Fri Aug 16 16:25:02 CST 2019
348,76,why1,274,10,Fri Jul 26 16:25:02 CST 2019
352,28,Tosaki,278,5,Thu Aug 22 16:25:02 CST 2019
353,24,why3,279,7,Sun Aug 11 16:25:02 CST 2019
341,54,why2,268,39,Tue Aug 20 16:25:02 CST 2019
342,85,why1,269,7,Sun Aug 18 16:25:02 CST 2019
343,67,why3,270,17,Mon Aug 19 16:25:02 CST 2019
338,39,why1,265,11,Wed Jul 31 16:25:02 CST 2019
391,7,Tosaki,304,14,Tue Aug 20 16:25:02 CST 2019
339,17,Saitama,266,25,Tue Aug 13 16:25:02 CST 2019
392,25,why1,304,4,Wed Aug 14 16:25:02 CST 2019
340,98,Tosaki,267,25,Wed Aug 21 16:25:02 CST 2019
393,29,why3,305,8,Tue Aug 20 16:25:02 CST 2019
316,27,why3,243,6,Sat Aug 10 16:25:02 CST 2019
388,16,why1,303,3,Mon Aug 19 16:25:02 CST 2019
317,16,why3,244,3,Mon Aug 19 16:25:02 CST 2019
389,62,why2,303,20,Thu Aug 08 16:25:02 CST 2019
318,54,Saitama,245,33,Mon Aug 19 16:25:02 CST 2019
390,87,why3,303,4,Fri Jul 26 16:25:02 CST 2019
313,54,why2,241,13,Mon Jul 29 16:25:02 CST 2019
314,42,why1,242,19,Tue Aug 20 16:25:02 CST 2019
397,10,why3,308,4,Sat Aug 17 16:25:02 CST 2019
315,82,Tosaki,242,13,Mon Aug 05 16:25:02 CST 2019
398,60,Saitama,309,4,Sat Aug 24 16:25:02 CST 2019
399,62,Tosaki,310,20,Thu Aug 08 16:25:02 CST 2019
322,62,why3,249,20,Thu Aug 08 16:25:02 CST 2019
400,77,why2,311,10,Fri Jul 26 16:25:02 CST 2019
323,7,why3,250,4,Fri Jul 26 16:25:02 CST 2019
394,99,why3,305,7,Fri Aug 09 16:25:02 CST 2019
324,42,why3,251,5,Fri Jul 26 16:25:02 CST 2019
395,36,why2,306,15,Tue Aug 20 16:25:02 CST 2019
325,7,why3,252,4,Fri Jul 26 16:25:02 CST 2019
396,77,why3,307,7,Fri Jul 26 16:25:02 CST 2019
319,22,Saitama,246,29,Mon Aug 19 16:25:02 CST 2019
320,29,why2,247,8,Tue Aug 20 16:25:02 CST 2019
321,56,Saitama,248,27,Fri Jul 26 16:25:02 CST 2019
382,80,why2,297,13,Mon Aug 19 16:25:02 CST 2019
383,26,Tosaki,298,4,Wed Aug 14 16:25:02 CST 2019
384,15,why3,299,51,Fri Aug 23 16:25:02 CST 2019
307,19,why1,236,19,Wed Jul 31 16:25:02 CST 2019
308,52,why1,237,13,Mon Aug 19 16:25:02 CST 2019
385,90,why3,300,11,Tue Aug 06 16:25:02 CST 2019
309,54,why3,237,13,Mon Jul 29 16:25:02 CST 2019
386,87,why1,301,43,Sun Aug 18 16:25:02 CST 2019
387,50,Tosaki,302,4,Sun Aug 18 16:25:02 CST 2019
310,21,why3,238,16,Sun Aug 11 16:25:02 CST 2019
311,69,Tosaki,239,15,Fri Jul 26 16:25:02 CST 2019
312,54,Saitama,240,13,Mon Jul 29 16:25:02 CST 2019
379,46,Tosaki,294,15,Fri Aug 16 16:25:02 CST 2019
380,36,why1,295,4,Mon Aug 19 16:25:02 CST 2019
381,63,why3,296,20,Thu Aug 08 16:25:02 CST 2019
304,30,why3,233,8,Tue Aug 20 16:25:02 CST 2019
305,20,why3,234,19,Wed Jul 31 16:25:02 CST 2019
376,1,why3,291,16,Tue Aug 13 16:25:02 CST 2019
306,84,why2,235,7,Sun Aug 18 16:25:02 CST 2019
377,82,Tosaki,292,32,Thu Aug 22 16:25:02 CST 2019
378,96,why2,293,29,Sun Aug 18 16:25:02 CST 2019
301,91,why3,230,16,Sun Aug 25 16:25:02 CST 2019
302,18,why3,231,21,Sat Aug 17 16:25:02 CST 2019
303,58,Tosaki,232,10,Fri Jul 26 16:25:02 CST 2019
466,16,why2,365,3,Mon Aug 19 16:25:02 CST 2019
467,17,why3,366,21,Sat Aug 17 16:25:02 CST 2019
468,69,Tosaki,367,15,Fri Jul 26 16:25:02 CST 2019
432,43,why1,336,3,Sat Aug 10 16:25:02 CST 2019
433,27,why2,337,5,Fri Jul 26 16:25:02 CST 2019
434,54,why3,337,13,Mon Jul 29 16:25:02 CST 2019
463,20,Tosaki,362,19,Wed Jul 31 16:25:02 CST 2019
464,99,why1,363,42,Fri Aug 23 16:25:02 CST 2019
465,69,why1,364,15,Fri Jul 26 16:25:02 CST 2019
491,90,why3,378,8,Fri Jul 26 16:25:02 CST 2019
457,35,Saitama,357,2,Sun Aug 18 16:25:02 CST 2019
492,91,why2,378,16,Sun Aug 25 16:25:02 CST 2019
458,37,why3,357,3,Fri Jul 26 16:25:02 CST 2019
493,99,why2,378,42,Fri Aug 23 16:25:02 CST 2019
459,62,why3,358,20,Thu Aug 08 16:25:02 CST 2019
416,36,why1,324,9,Wed Aug 14 16:25:02 CST 2019
482,38,why1,374,20,Wed Aug 14 16:25:02 CST 2019
417,82,why3,325,32,Thu Aug 22 16:25:02 CST 2019
483,36,Saitama,375,21,Wed Aug 21 16:25:02 CST 2019
472,42,Tosaki,369,19,Tue Aug 20 16:25:02 CST 2019
488,29,why1,378,8,Tue Aug 20 16:25:02 CST 2019
460,27,why1,359,3,Wed Aug 07 16:25:02 CST 2019
484,86,why1,376,7,Sun Aug 18 16:25:02 CST 2019
473,50,Tosaki,369,4,Sun Aug 18 16:25:02 CST 2019
418,74,Tosaki,326,7,Thu Aug 22 16:25:02 CST 2019
