95,46,why3,82,Fri Aug 16 16:25:02 CST 2019,15
97,94,why1,83,Fri Jul 26 16:25:02 CST 2019,7
81,50,Tosaki,72,Sun Aug 18 16:25:02 CST 2019,4
78,35,why3,69,Sun Aug 18 16:25:02 CST 2019,2
99,93,why3,85,Tue Aug 13 16:25:02 CST 2019,4
96,54,why1,83,Mon Jul 29 16:25:02 CST 2019,13
98,13,why1,84,Thu Aug 15 16:25:02 CST 2019,22
19,63,why2,18,Thu Aug 08 16:25:02 CST 2019,20
100,14,why2,86,Sat Aug 24 16:25:02 CST 2019,2
20,90,why3,18,Tue Aug 06 16:25:02 CST 2019,11
21,2,Tosaki,19,Tue Aug 13 16:25:02 CST 2019,16
68,49,why3,59,Tue Aug 20 16:25:02 CST 2019,36
22,21,why2,20,Sun Aug 18 16:25:02 CST 2019,2
23,67,why3,20,Thu Aug 15 16:25:02 CST 2019,11
24,28,why2,21,Sat Aug 24 16:25:02 CST 2019,18
25,27,Tosaki,22,Wed Aug 21 16:25:02 CST 2019,25
191,67,why3,148,Wed Aug 21 16:25:02 CST 2019,30
132,90,why2,107,Sun Aug 18 16:25:02 CST 2019,12
192,75,Saitama,149,Thu Aug 22 16:25:02 CST 2019,7
133,13,why2,108,Sat Aug 24 16:25:02 CST 2019,2
116,67,why1,96,Tue Aug 20 16:25:02 CST 2019,16
188,39,Tosaki,145,Wed Jul 31 16:25:02 CST 2019,11
134,50,why1,109,Sun Aug 18 16:25:02 CST 2019,25
117,87,Saitama,96,Fri Jul 26 16:25:02 CST 2019,4
193,52,why3,150,Tue Aug 06 16:25:02 CST 2019,15
197,90,why2,154,Tue Aug 20 16:25:02 CST 2019,8
189,71,Tosaki,146,Thu Aug 22 16:25:02 CST 2019,8
118,87,why2,96,Mon Aug 05 16:25:02 CST 2019,16
194,76,Tosaki,151,Fri Jul 26 16:25:02 CST 2019,10
198,54,why1,155,Mon Jul 29 16:25:02 CST 2019,13
190,55,Saitama,147,Sat Aug 17 16:25:02 CST 2019,4
135,63,why2,109,Thu Aug 08 16:25:02 CST 2019,20
113,1,why1,96,Sat Aug 17 16:25:02 CST 2019,3
195,17,why2,152,Sat Aug 17 16:25:02 CST 2019,21
114,21,why2,96,Sun Aug 11 16:25:02 CST 2019,16
136,3,Tosaki,110,Fri Aug 16 16:25:02 CST 2019,42
199,60,Tosaki,156,Mon Aug 19 16:25:02 CST 2019,33
196,27,Tosaki,153,Sun Aug 18 16:25:02 CST 2019,6
137,17,why3,110,Tue Aug 13 16:25:02 CST 2019,25
115,50,why1,96,Fri Aug 23 16:25:02 CST 2019,47
200,28,Tosaki,157,Fri Jul 26 16:25:02 CST 2019,2
144,59,why2,116,Fri Jul 26 16:25:02 CST 2019,10
145,6,Tosaki,117,Fri Aug 16 16:25:02 CST 2019,42
129,54,why2,105,Mon Jul 29 16:25:02 CST 2019,13
122,82,why3,99,Mon Aug 05 16:25:02 CST 2019,13
146,27,why2,118,Wed Aug 07 16:25:02 CST 2019,3
130,15,why3,106,Mon Aug 19 16:25:02 CST 2019,3
123,81,Saitama,100,Sun Aug 18 16:25:02 CST 2019,10
131,96,why1,106,Sun Aug 11 16:25:02 CST 2019,3
141,27,why3,113,Sat Aug 24 16:25:02 CST 2019,3
124,12,Saitama,101,Thu Aug 15 16:25:02 CST 2019,22
107,17,why2,92,Tue Aug 20 16:25:02 CST 2019,13
149,63,why2,121,Sat Aug 17 16:25:02 CST 2019,13
182,90,why3,141,Fri Jul 26 16:25:02 CST 2019,8
125,89,Saitama,102,Sun Aug 18 16:25:02 CST 2019,15
142,4,why3,114,Fri Aug 16 16:25:02 CST 2019,42
126,47,why3,103,Thu Aug 22 16:25:02 CST 2019,20
108,21,why3,93,Wed Jul 31 16:25:02 CST 2019,19
183,19,Saitama,142,Sun Aug 25 16:25:02 CST 2019,19
150,50,Tosaki,122,Wed Aug 21 16:25:02 CST 2019,6
143,50,why1,115,Mon Aug 12 16:25:02 CST 2019,14
119,7,why1,97,Tue Aug 20 16:25:02 CST 2019,14
127,72,Tosaki,103,Thu Aug 22 16:25:02 CST 2019,92
109,100,why1,93,Sat Aug 17 16:25:02 CST 2019,27
184,54,why3,142,Mon Jul 29 16:25:02 CST 2019,13
120,15,Tosaki,98,Fri Aug 23 16:25:02 CST 2019,51
128,87,Saitama,104,Sun Aug 18 16:25:02 CST 2019,43
147,63,why1,119,Sat Aug 17 16:25:02 CST 2019,13
138,82,Tosaki,110,Thu Aug 22 16:25:02 CST 2019,32
121,87,why3,98,Sun Aug 18 16:25:02 CST 2019,43
148,91,why3,120,Sun Aug 25 16:25:02 CST 2019,16
185,14,why2,143,Sat Aug 24 16:25:02 CST 2019,2
110,76,Tosaki,94,Fri Jul 26 16:25:02 CST 2019,10
139,55,why3,111,Fri Jul 26 16:25:02 CST 2019,8
186,7,Tosaki,144,Fri Jul 26 16:25:02 CST 2019,11
111,72,why2,95,Thu Aug 22 16:25:02 CST 2019,8
140,13,Tosaki,112,Sat Aug 24 16:25:02 CST 2019,2
187,100,why3,144,Sat Aug 17 16:25:02 CST 2019,27
101,73,why2,86,Thu Aug 22 16:25:02 CST 2019,92
179,98,why3,139,Fri Aug 23 16:25:02 CST 2019,42
104,24,Saitama,89,Wed Aug 07 16:25:02 CST 2019,2
112,85,why1,95,Sun Aug 18 16:25:02 CST 2019,7
102,50,why3,87,Wed Aug 21 16:25:02 CST 2019,6
180,78,why1,140,Fri Jul 26 16:25:02 CST 2019,7
105,37,why3,90,Thu Aug 22 16:25:02 CST 2019,16
176,52,why2,139,Mon Aug 19 16:25:02 CST 2019,13
103,26,why1,88,Sun Aug 04 16:25:02 CST 2019,6
181,36,Saitama,141,Mon Aug 19 16:25:02 CST 2019,4
106,50,Tosaki,91,Mon Aug 12 16:25:02 CST 2019,14
177,84,Saitama,139,Sun Aug 18 16:25:02 CST 2019,7
178,90,Saitama,139,Fri Jul 26 16:25:02 CST 2019,8
154,77,Saitama,126,Fri Aug 23 16:25:02 CST 2019,50
155,95,why1,127,Fri Aug 23 16:25:02 CST 2019,18
160,46,why3,132,Sun Aug 18 16:25:02 CST 2019,16
156,27,why1,128,Wed Aug 07 16:25:02 CST 2019,3
161,43,Saitama,133,Tue Aug 20 16:25:02 CST 2019,19
151,7,why3,123,Tue Aug 20 16:25:02 CST 2019,14
162,94,why3,134,Wed Aug 21 16:25:02 CST 2019,9
152,37,why1,124,Fri Jul 26 16:25:02 CST 2019,3
153,82,Saitama,125,Thu Aug 22 16:25:02 CST 2019,32
157,36,why2,129,Wed Aug 21 16:25:02 CST 2019,21
158,52,why1,130,Mon Aug 19 16:25:02 CST 2019,13
159,66,why2,131,Thu Aug 15 16:25:02 CST 2019,11
166,26,why1,138,Sun Aug 04 16:25:02 CST 2019,6
167,8,Saitama,139,Sat Aug 17 16:25:02 CST 2019,4
168,17,why1,139,Tue Aug 13 16:25:02 CST 2019,25
163,78,Saitama,135,Fri Jul 26 16:25:02 CST 2019,7
164,54,why1,136,Mon Aug 19 16:25:02 CST 2019,33
165,86,Saitama,137,Sun Aug 18 16:25:02 CST 2019,7
169,21,Saitama,139,Sun Aug 18 16:25:02 CST 2019,2
174,46,Tosaki,139,Sun Aug 18 16:25:02 CST 2019,16
170,28,why1,139,Fri Jul 26 16:25:02 CST 2019,2
172,28,why2,139,Sat Aug 24 16:25:02 CST 2019,18
171,28,why2,139,Thu Aug 22 16:25:02 CST 2019,5
175,50,why2,139,Sun Aug 18 16:25:02 CST 2019,4
173,39,Tosaki,139,Wed Jul 31 16:25:02 CST 2019,11
291,86,why3,223,Sun Aug 18 16:25:02 CST 2019,7
232,89,Saitama,186,Tue Aug 20 16:25:02 CST 2019,27
292,42,Tosaki,224,Tue Aug 20 16:25:02 CST 2019,19
288,96,Saitama,220,Sat Aug 17 16:25:02 CST 2019,17
233,58,why1,187,Fri Jul 26 16:25:02 CST 2019,10
293,64,why1,225,Sat Aug 17 16:25:02 CST 2019,15
234,28,why3,188,Thu Aug 22 16:25:02 CST 2019,5
289,54,why1,221,Fri Jul 26 16:25:02 CST 2019,8
290,71,why1,222,Thu Aug 22 16:25:02 CST 2019,8
297,90,why3,228,Tue Aug 20 16:25:02 CST 2019,8
235,29,why3,188,Tue Aug 20 16:25:02 CST 2019,8
298,27,why3,229,Sat Aug 10 16:25:02 CST 2019,6
236,38,why2,188,Wed Aug 14 16:25:02 CST 2019,20
294,27,why1,226,Sat Aug 24 16:25:02 CST 2019,3
237,50,why1,188,Fri Aug 23 16:25:02 CST 2019,47
295,54,why3,227,Tue Aug 06 16:25:02 CST 2019,15
296,43,Tosaki,228,Tue Aug 20 16:25:02 CST 2019,19
299,28,why1,229,Thu Aug 22 16:25:02 CST 2019,5
300,90,Saitama,229,Thu Aug 22 16:25:02 CST 2019,37
229,43,why2,184,Tue Aug 20 16:25:02 CST 2019,19
216,93,Saitama,173,Tue Aug 13 16:25:02 CST 2019,4
279,76,why2,212,Fri Jul 26 16:25:02 CST 2019,10
230,70,why1,184,Tue Aug 20 16:25:02 CST 2019,21
217,90,why2,174,Fri Jul 26 16:25:02 CST 2019,8
231,58,Tosaki,185,Fri Jul 26 16:25:02 CST 2019,10
280,17,Saitama,213,Sat Aug 17 16:25:02 CST 2019,21
218,27,Tosaki,175,Sat Aug 24 16:25:02 CST 2019,3
281,46,Tosaki,213,Fri Aug 16 16:25:02 CST 2019,15
226,22,Tosaki,182,Mon Aug 19 16:25:02 CST 2019,29
227,63,why3,182,Sat Aug 17 16:25:02 CST 2019,13
228,48,Tosaki,183,Mon Aug 05 16:25:02 CST 2019,7
276,84,Saitama,209,Sun Aug 18 16:25:02 CST 2019,7
213,70,why3,170,Tue Aug 20 16:25:02 CST 2019,21
277,17,why1,210,Mon Aug 19 16:25:02 CST 2019,3
214,64,Tosaki,171,Sat Aug 17 16:25:02 CST 2019,15
278,21,Saitama,211,Sun Aug 11 16:25:02 CST 2019,16
215,76,why2,172,Fri Jul 26 16:25:02 CST 2019,10
207,62,Tosaki,164,Thu Aug 08 16:25:02 CST 2019,20
244,92,why3,193,Sat Aug 17 16:25:02 CST 2019,20
208,36,why2,165,Tue Aug 20 16:25:02 CST 2019,15
245,71,why1,194,Thu Aug 22 16:25:02 CST 2019,8
209,31,why3,166,Mon Aug 19 16:25:02 CST 2019,9
246,27,why2,195,Sun Aug 18 16:25:02 CST 2019,6
222,72,Saitama,179,Thu Aug 22 16:25:02 CST 2019,92
285,17,why1,217,Tue Aug 13 16:25:02 CST 2019,25
210,89,why2,167,Tue Aug 20 16:25:02 CST 2019,27
223,52,why3,180,Mon Aug 19 16:25:02 CST 2019,13
286,12,why3,218,Thu Aug 15 16:25:02 CST 2019,22
211,62,why1,168,Thu Aug 08 16:25:02 CST 2019,20
249,67,Tosaki,198,Wed Aug 21 16:25:02 CST 2019,30
287,14,Saitama,219,Sat Aug 24 16:25:02 CST 2019,2
224,27,Saitama,181,Wed Aug 21 16:25:02 CST 2019,14
212,99,Saitama,169,Fri Aug 09 16:25:02 CST 2019,7
250,70,why3,199,Tue Aug 20 16:25:02 CST 2019,21
225,54,why2,181,Mon Jul 29 16:25:02 CST 2019,13
219,56,why3,176,Fri Jul 26 16:25:02 CST 2019,27
247,86,why3,196,Sun Aug 18 16:25:02 CST 2019,7
220,96,why3,177,Sun Aug 18 16:25:02 CST 2019,29
248,50,why3,197,Wed Aug 21 16:25:02 CST 2019,6
221,50,why1,178,Wed Aug 21 16:25:02 CST 2019,6
204,39,Saitama,161,Wed Jul 31 16:25:02 CST 2019,11
205,90,why2,162,Thu Aug 22 16:25:02 CST 2019,37
201,82,why3,158,Mon Aug 05 16:25:02 CST 2019,13
206,12,Saitama,163,Thu Aug 15 16:25:02 CST 2019,22
202,71,why3,159,Wed Aug 14 16:25:02 CST 2019,4
241,22,Saitama,190,Mon Aug 19 16:25:02 CST 2019,29
238,75,why3,188,Fri Aug 23 16:25:02 CST 2019,42
203,40,why3,160,Sun Aug 25 16:25:02 CST 2019,13
242,40,why1,191,Sun Aug 11 16:25:02 CST 2019,31
239,99,why3,188,Fri Aug 09 16:25:02 CST 2019,7
243,99,why1,192,Fri Aug 23 16:25:02 CST 2019,42
240,87,Tosaki,189,Fri Jul 26 16:25:02 CST 2019,4
282,96,why2,214,Sat Aug 17 16:25:02 CST 2019,17
283,80,Saitama,215,Mon Aug 19 16:25:02 CST 2019,13
284,50,Tosaki,216,Wed Aug 21 16:25:02 CST 2019,9
257,21,why2,202,Sun Aug 11 16:25:02 CST 2019,16
258,36,why1,202,Sun Aug 18 16:25:02 CST 2019,4
260,54,why3,202,Tue Aug 20 16:25:02 CST 2019,39
261,80,why3,202,Mon Aug 19 16:25:02 CST 2019,12
262,90,why3,202,Tue Aug 20 16:25:02 CST 2019,8
251,15,why3,200,Mon Aug 19 16:25:02 CST 2019,3
259,50,why3,202,Sun Aug 18 16:25:02 CST 2019,4
252,54,why3,201,Mon Jul 29 16:25:02 CST 2019,13
253,9,why1,202,Sat Aug 17 16:25:02 CST 2019,4
254,17,why2,202,Mon Aug 19 16:25:02 CST 2019,3
255,17,why3,202,Sat Aug 17 16:25:02 CST 2019,21
256,21,Tosaki,202,Sun Aug 18 16:25:02 CST 2019,2
263,31,Saitama,203,Sun Aug 18 16:25:02 CST 2019,9
264,46,why2,203,Sun Aug 18 16:25:02 CST 2019,16
265,52,why3,203,Mon Aug 19 16:25:02 CST 2019,13
269,15,why3,204,Mon Aug 19 16:25:02 CST 2019,3
270,38,why1,204,Wed Aug 14 16:25:02 CST 2019,20
274,90,why2,207,Mon Aug 05 16:25:02 CST 2019,7
271,67,Tosaki,204,Mon Aug 19 16:25:02 CST 2019,17
272,21,Saitama,205,Sun Aug 11 16:25:02 CST 2019,16
275,17,why3,208,Sat Aug 17 16:25:02 CST 2019,21
273,90,Tosaki,206,Tue Aug 20 16:25:02 CST 2019,8
266,56,why2,203,Thu Aug 22 16:25:02 CST 2019,8
267,65,why1,203,Thu Aug 15 16:25:02 CST 2019,11
268,67,why2,203,Mon Aug 19 16:25:02 CST 2019,17
332,97,Saitama,259,Wed Aug 21 16:25:02 CST 2019,25
333,54,Tosaki,260,Tue Aug 06 16:25:02 CST 2019,15
357,80,why3,279,Sun Aug 18 16:25:02 CST 2019,20
358,81,why3,279,Sun Aug 18 16:25:02 CST 2019,10
359,99,Tosaki,279,Fri Aug 09 16:25:02 CST 2019,7
334,82,Tosaki,261,Thu Aug 22 16:25:02 CST 2019,32
360,21,why3,280,Sun Aug 11 16:25:02 CST 2019,16
361,54,Tosaki,281,Mon Jul 29 16:25:02 CST 2019,13
391,7,Tosaki,304,Tue Aug 20 16:25:02 CST 2019,14
335,80,why2,262,Sun Aug 18 16:25:02 CST 2019,20
362,63,why3,282,Sat Aug 17 16:25:02 CST 2019,13
392,25,why1,304,Wed Aug 14 16:25:02 CST 2019,4
336,27,Saitama,263,Wed Aug 07 16:25:02 CST 2019,3
316,27,why3,243,Sat Aug 10 16:25:02 CST 2019,6
393,29,why3,305,Tue Aug 20 16:25:02 CST 2019,8
337,11,Saitama,264,Sat Aug 17 16:25:02 CST 2019,4
317,16,why3,244,Mon Aug 19 16:25:02 CST 2019,3
318,54,Saitama,245,Mon Aug 19 16:25:02 CST 2019,33
388,16,why1,303,Mon Aug 19 16:25:02 CST 2019,3
389,62,why2,303,Thu Aug 08 16:25:02 CST 2019,20
313,54,why2,241,Mon Jul 29 16:25:02 CST 2019,13
390,87,why3,303,Fri Jul 26 16:25:02 CST 2019,4
354,33,why3,279,Mon Aug 19 16:25:02 CST 2019,9
314,42,why1,242,Tue Aug 20 16:25:02 CST 2019,19
355,42,why1,279,Tue Aug 20 16:25:02 CST 2019,19
315,82,Tosaki,242,Mon Aug 05 16:25:02 CST 2019,13
329,20,Tosaki,256,Wed Jul 31 16:25:02 CST 2019,19
356,75,why2,279,Fri Aug 23 16:25:02 CST 2019,42
330,67,why2,257,Wed Aug 21 16:25:02 CST 2019,30
331,90,why1,258,Tue Aug 20 16:25:02 CST 2019,9
351,3,why1,277,Fri Aug 16 16:25:02 CST 2019,42
397,10,why3,308,Sat Aug 17 16:25:02 CST 2019,4
398,60,Saitama,309,Sat Aug 24 16:25:02 CST 2019,4
326,35,why1,253,Sun Aug 18 16:25:02 CST 2019,2
322,62,why3,249,Thu Aug 08 16:25:02 CST 2019,20
352,28,Tosaki,278,Thu Aug 22 16:25:02 CST 2019,5
327,36,why2,254,Mon Aug 19 16:25:02 CST 2019,8
323,7,why3,250,Fri Jul 26 16:25:02 CST 2019,4
399,62,Tosaki,310,Thu Aug 08 16:25:02 CST 2019,20
353,24,why3,279,Sun Aug 11 16:25:02 CST 2019,7
328,43,why2,255,Tue Aug 20 16:25:02 CST 2019,19
400,77,why2,311,Fri Jul 26 16:25:02 CST 2019,10
324,42,why3,251,Fri Jul 26 16:25:02 CST 2019,5
325,7,why3,252,Fri Jul 26 16:25:02 CST 2019,4
394,99,why3,305,Fri Aug 09 16:25:02 CST 2019,7
395,36,why2,306,Tue Aug 20 16:25:02 CST 2019,15
319,22,Saitama,246,Mon Aug 19 16:25:02 CST 2019,29
396,77,why3,307,Fri Jul 26 16:25:02 CST 2019,7
344,95,why3,271,Fri Aug 23 16:25:02 CST 2019,18
320,29,why2,247,Tue Aug 20 16:25:02 CST 2019,8
307,19,why1,236,Wed Jul 31 16:25:02 CST 2019,19
345,54,Saitama,272,Wed Aug 14 16:25:02 CST 2019,2
321,56,Saitama,248,Fri Jul 26 16:25:02 CST 2019,27
308,52,why1,237,Mon Aug 19 16:25:02 CST 2019,13
346,50,why3,273,Sun Aug 18 16:25:02 CST 2019,4
309,54,why3,237,Mon Jul 29 16:25:02 CST 2019,13
382,80,why2,297,Mon Aug 19 16:25:02 CST 2019,13
310,21,why3,238,Sun Aug 11 16:25:02 CST 2019,16
349,75,Saitama,275,Thu Aug 22 16:25:02 CST 2019,7
383,26,Tosaki,298,Wed Aug 14 16:25:02 CST 2019,4
311,69,Tosaki,239,Fri Jul 26 16:25:02 CST 2019,15
350,17,why1,276,Mon Aug 19 16:25:02 CST 2019,3
384,15,why3,299,Fri Aug 23 16:25:02 CST 2019,51
312,54,Saitama,240,Mon Jul 29 16:25:02 CST 2019,13
347,73,Tosaki,273,Thu Aug 22 16:25:02 CST 2019,7
385,90,why3,300,Tue Aug 06 16:25:02 CST 2019,11
348,76,why1,274,Fri Jul 26 16:25:02 CST 2019,10
386,87,why1,301,Sun Aug 18 16:25:02 CST 2019,43
341,54,why2,268,Tue Aug 20 16:25:02 CST 2019,39
304,30,why3,233,Tue Aug 20 16:25:02 CST 2019,8
387,50,Tosaki,302,Sun Aug 18 16:25:02 CST 2019,4
342,85,why1,269,Sun Aug 18 16:25:02 CST 2019,7
305,20,why3,234,Wed Jul 31 16:25:02 CST 2019,19
301,91,why3,230,Sun Aug 25 16:25:02 CST 2019,16
343,67,why3,270,Mon Aug 19 16:25:02 CST 2019,17
306,84,why2,235,Sun Aug 18 16:25:02 CST 2019,7
302,18,why3,231,Sat Aug 17 16:25:02 CST 2019,21
338,39,why1,265,Wed Jul 31 16:25:02 CST 2019,11
379,46,Tosaki,294,Fri Aug 16 16:25:02 CST 2019,15
303,58,Tosaki,232,Fri Jul 26 16:25:02 CST 2019,10
339,17,Saitama,266,Tue Aug 13 16:25:02 CST 2019,25
376,1,why3,291,Tue Aug 13 16:25:02 CST 2019,16
380,36,why1,295,Mon Aug 19 16:25:02 CST 2019,4
340,98,Tosaki,267,Wed Aug 21 16:25:02 CST 2019,25
381,63,why3,296,Thu Aug 08 16:25:02 CST 2019,20
377,82,Tosaki,292,Thu Aug 22 16:25:02 CST 2019,32
378,96,why2,293,Sun Aug 18 16:25:02 CST 2019,29
372,90,why1,287,Tue Aug 20 16:25:02 CST 2019,9
373,27,why3,288,Sun Aug 18 16:25:02 CST 2019,14
374,50,why3,289,Fri Aug 23 16:25:02 CST 2019,47
375,2,Tosaki,290,Tue Aug 13 16:25:02 CST 2019,16
369,29,Saitama,286,Tue Aug 20 16:25:02 CST 2019,8
370,84,Tosaki,286,Sun Aug 18 16:25:02 CST 2019,7
371,99,why1,286,Fri Aug 09 16:25:02 CST 2019,7
363,36,why2,283,Sun Aug 18 16:25:02 CST 2019,4
364,38,why2,283,Wed Aug 14 16:25:02 CST 2019,20
365,91,Tosaki,283,Sun Aug 25 16:25:02 CST 2019,16
366,50,why2,284,Wed Aug 21 16:25:02 CST 2019,6
367,50,why3,285,Wed Aug 21 16:25:02 CST 2019,6
368,18,why3,286,Sat Aug 17 16:25:02 CST 2019,21
466,16,why2,365,Mon Aug 19 16:25:02 CST 2019,3
432,43,why1,336,Sat Aug 10 16:25:02 CST 2019,3
433,27,why2,337,Fri Jul 26 16:25:02 CST 2019,5
434,54,why3,337,Mon Jul 29 16:25:02 CST 2019,13
457,35,Saitama,357,Sun Aug 18 16:25:02 CST 2019,2
454,27,why2,354,Sat Aug 24 16:25:02 CST 2019,3
491,90,why3,378,Fri Jul 26 16:25:02 CST 2019,8
458,37,why3,357,Fri Jul 26 16:25:02 CST 2019,3
451,82,why3,351,Thu Aug 22 16:25:02 CST 2019,32
416,36,why1,324,Wed Aug 14 16:25:02 CST 2019,9
435,56,why1,337,Fri Jul 26 16:25:02 CST 2019,27
492,91,why2,378,Sun Aug 25 16:25:02 CST 2019,16
455,32,why2,355,Mon Aug 19 16:25:02 CST 2019,9
459,62,why3,358,Thu Aug 08 16:25:02 CST 2019,20
452,84,why2,352,Sun Aug 18 16:25:02 CST 2019,7
417,82,why3,325,Thu Aug 22 16:25:02 CST 2019,32
493,99,why2,378,Fri Aug 23 16:25:02 CST 2019,42
456,21,Tosaki,356,Sun Aug 11 16:25:02 CST 2019,16
453,26,Saitama,353,Sun Aug 04 16:25:02 CST 2019,6
418,74,Tosaki,326,Thu Aug 22 16:25:02 CST 2019,7
460,27,why1,359,Wed Aug 07 16:25:02 CST 2019,3
461,27,why2,360,Sun Aug 25 16:25:02 CST 2019,55
488,29,why1,378,Tue Aug 20 16:25:02 CST 2019,8
413,47,why3,322,Thu Aug 22 16:25:02 CST 2019,20
462,59,why3,361,Mon Aug 19 16:25:02 CST 2019,33
489,32,Tosaki,378,Mon Aug 19 16:25:02 CST 2019,9
